Name	Set	ImageFile	Rarity	Info	Type	Affil	Class	Int/Rng	Cun/Wpn	Str/Shd	Points	Region	Span	Icons	Staff	Species	Persona	Command	Reports	Text
Korris, Renegade Captain 2E	Energize	ST2E-EN02144	R	02-144 R	PERSONNEL	KLINGON		6	4	7					(CMD)	Klingon	Korris			* Engineer * Honor * Officer * Security When your other Klingon present is killed during a mission attempt, this personnel is Strength +3 until the end of that mission attempt (limit +3).
Kotra 2E	Energize	ST2E-EN02046	U	02-046 U	EVENT															To play this event, you must command (have in play) three [Car] personnel. Plays in your core (on table). When an opponent discards a personnel from the top of his or her deck during your turn, score 5 points. You may do this only once each turn.
Kudak'Etan, Arrogant First 2E	Promo_Cards	ST2E-EN00009	P	P00-009 P	PERSONNEL	DOMINION		5	5	8				[KW]	(CMD)	Jem'Hadar	Kudak'Etan	U		* Astrophysics OR Stellar Cartography *  Leadership * Navigation * Officer " Alpha. Commander: U.S.S. Defiant. " Order - Discard a Vorta from hand to place this personnel and any number of your Jem'Hadar present aboard a ship at the same mission.
Kurn, Bajoran Security Officer 2E	Energize	ST2E-EN02107	R	02-107 R	PERSONNEL	BAJORAN		6	5	7				[DS9]	(CMD)	Klingon	Kurn			* Law * Navigation * Officer * Security When you win personnel battle involving this personnel, you may return him to his owner's hand to kill an opponent's personnel involved.
Labor Camp 2E	Second_Edition	ST2E-EN01093	U	01-093 U	EVENT															Punishment. Plays on your planet mission. At the start of each of your turns, if your [Car] personnel is on this planet and you have a captive, score 10 points.
Larg, Piece of Baktag 2E	Call_to_Arms	ST2E-EN03187	U	03-187 U	PERSONNEL	KLINGON		4	5	6					(CMD)	Klingon	Larg			* Biology * Officer * Science * Treachery While this personnel is attempting a mission, he is attributes +1 for each Assault and Maneuver event you command (have in play) (limit +3).
Lasting Peace 2E	Second_Edition	ST2E-EN01130	C	01-130 C	INTERRUPT															To play this interrupt, you must command (have in play) a [Baj] Diplomacy personnel. " Order - Place an equal number of [Baj] personnel and non-[Baj] personnel from your discard pile on top of your deck in any order.
Leeta, Dabo Girl 2E	Energize	ST2E-EN02108	R	02-108 R	PERSONNEL	BAJORAN		6	5	4				[DS9]		Bajoran	Leeta			* Anthropology * Honor Dabo Girl. When this personnel is randomly selected during a mission attempt, you may make one of your other [Baj] personnel present gain one skill he or she already has until the end of that mission attempt.
Leeta, Rebel Supporter 2E	Necessary_Evil	ST2E-EN04106	R	04-106 R	PERSONNEL	BAJORAN		6	5	4				[TN]		Bajoran	Leeta			* Anthropology * Honor Dabo Girl. Dissident. When you play this personnel, discard a card from hand. While you have more than ten cards in your discard pile, each of your Dissident personnel present is attributes +1.
Legal Proceedings 2E	Energize	ST2E-EN02047	C	02-047 C	EVENT															Plays on your planet mission. Add Law to this mission's requirements. When you complete this mission, score 5 points.
Lemec, Posturing Negotiator 2E	Second_Edition	ST2E-EN01244	U	01-244 U	PERSONNEL	CARDASSIAN		4	5	6					(CMD)	Cardassian	Lemec	Reklar	Central Command	* Diplomacy * Geology * Medical * Officer * Transporter Skill * Treachery Gul. While you have a higher score than each of your opponents, this personnel is Cunning +2 and Strength +2.
Lenara Kahn, Wormhole Theorist 2E	Necessary_Evil	ST2E-EN04143	U	04-143 U	PERSONNEL	FEDERATION		5	6	4				[E]	(STF)	Trill	Lenara Kahn			* Astrophysics OR Stellar Cartography * Engineer * Physics * Science Host. When you play this personnel, you may examine the top four cards of your deck. You may reveal one event and take it into hand. " Place the remaining cards on the bottom of your deck in any order.
Let Honor Guide You 2E	Second_Edition	ST2E-EN01094	U	01-094 U	EVENT															Assault. Plays in your core (on table). " Order - Destroy this event to begin personnel battle involving your [Kli] Honor personnel. If you win, randomly kill an opponent's personnel involved.
Li Nalas, Legend of Bajor 2E	Second_Edition	ST2E-EN01217	S	01-217 S	PERSONNEL	BAJORAN		8	5	5				[DS9]	(CMD)	Bajoran	Li Nalas			* Geology * Honor * Leadership * Officer Bajoran Resistance. When you play this personnel, you may draw a card. When this personnel is killed, you must discard a card from hand.
Line of Defense 2E	Second_Edition	ST2E-EN01095	C	01-095 C	EVENT															Plays in your core (on table). While your ship is at a mission that has a matching affiliation icon, it is Shields +2.
Lupaza, Resistance Fighter 2E	Second_Edition	ST2E-EN01218	U	01-218 U	PERSONNEL	BAJORAN		5	6	5					(STF)	Bajoran	Lupaza			* Medical * Computer Skill * Security * Transporter Skill Bajoran Resistance. When you play this personnel, you may download Just Like Old Times.
Madred, Calculating Captor 2E	Second_Edition	ST2E-EN01245	R	01-245 R	PERSONNEL	CARDASSIAN		2	6	5					(CMD)	Cardassian	Madred		Central Command	* Archaeology * Obsidian Order * Officer * Security * 2 Treachery Gul. When you play this personnel, you may download a Punishment card.
Magnetic Field Disruptions 2E	Second_Edition	ST2E-EN01036	C	01-036 C	DILEMMA	Space														Choose a personnel who has Astrophysics OR Stellar Cartography or Navigation to be stopped. If you cannot, randomly select a personnel to be killed.
Makbar, Chief Archon 2E	Second_Edition	ST2E-EN01246	R	01-246 R	PERSONNEL	CARDASSIAN		4	7	4						Cardassian	Makbar			* Anthropology * Law * Medical * Treachery At the start of each of your turns, each of your opponents who has a captive in your brig must discard the top card of his or her deck.
Malcolm Reed, Weapons Expert 2E	To_Boldly_Go	ST2E-EN08108	R	08-108 R	PERSONNEL	STARFLEET		6	5	6				(CMD)[AU]		Human	Malcolm Reed			* Honor * Any Intelligence * Officer * 2 Security * Transporter Skill " Order - Place this personnel on the bottom of your deck to reveal the top card of an opponent's dilemma pile. If that dilemma costs 3 or less, place it beneath your non-headquarters mission.
Malik, Devious Augment 2E	To_Boldly_Go	ST2E-EN08084	U	08-084 U	PERSONNEL	NON-ALIGNED		2	7	8				(CMD)[AU]		Human	Malik			* Leadership * Officer * Security * 2 Treachery " Genetically Enhanced. When this personnel is about to be stopped by a dilemma, you may draw a card. When this personnel is killed by a dilemma, you must discard your hand.
Maques, Cairn Delegate 2E	Energize	ST2E-EN02154	C	02-154 C	PERSONNEL	NON-ALIGNED		8	5	4						Cairn	Maques			* Diplomacy * Honor * 2 Empathy
Marouk, Sovereign of Acamar 2E	Second_Edition	ST2E-EN01335	U	01-335 U	PERSONNEL	NON-ALIGNED		6	5	3						Acamarian	Marouk			* Diplomacy * Law * 2 Leadership While a Gatherer is at this mission, he gains Geology and loses Thief.
Martok, Leader of Destiny 2E	Call_to_Arms	ST2E-EN03188	U	03-188 U	PERSONNEL	KLINGON		8	6	8					(CMD)	Klingon	Martok	I	The Great Hall	* 2 Honor * 2 Leadership * Officer Chancellor. Commander: I.K.S. Rotarran. While this personnel is facing a dilemma, if you command (have in play) an Assault or Maneuver event, each of your Honor Klingons present is attributes +1.
Mavek, Science Officer 2E	Call_to_Arms	ST2E-EN03146	U	03-146 U	PERSONNEL	CARDASSIAN		6	5	5				[TN]	(STF)	Cardassian	Mavek			* Biology * Geology * Navigation * Science When you play this personnel, if your non-Cardassian is at this mission, you may download an equipment.
Maxwell Forrest, Starfleet Executive 2E	To_Boldly_Go	ST2E-EN08109	R	08-109 R	PERSONNEL	STARFLEET		6	6	5				(CMD)[AU]		Human	Maxwell Forrest			* 2 Diplomacy * Leadership * Medical " Admiral. When this personnel is attempting a mission, if the first mission you completed this game was a space mission, this personnel is attributes +1.
Meaningless Words 2E	Energize	ST2E-EN02014	C	02-014 C	DILEMMA	Space/Planet														Unless you choose to discard the top three cards of your deck, your opponent chooses a personnel to be stopped.
Memory Invasion 2E	Energize	ST2E-EN02015	C	02-015 C	DILEMMA	Space/Planet														Your opponent examines your hand and chooses a card. Unless you choose to discard that card, randomly select three personnel to be stopped.
Mental Discipline 2E	Energize	ST2E-EN02050	U	02-050 U	EVENT															Plays in your core (on table). When your unique personnel is facing a dilemma, you may discard a personnel with the same card title from hand to make him or her attributes +1 and gain one of the discarded personnel's skills until the end of that dilemma.
Michael Eddington, Noble Hero 2E	Energize	ST2E-EN02127	R	02-127 R	PERSONNEL	FEDERATION		4	6	6				[Maq]	(CMD)	Human	Michael Eddington	Guingouin		* Engineer * Leadership * Security * Treachery While an opponent's ship is in an ship battle at this mission, that opponent cannot play interrupts.
Michael Eddington, Traitor to Starfleet 2E	Call_to_Arms	ST2E-EN03177	R	03-177 R	PERSONNEL	FEDERATION		3	6	6				[DS9]	(CMD)	Human	Michael Eddington			* Engineer * Computer Skill * Security * Treachery " Order - Return this personnel to his owner's hand to return an opponent's Leadership personnel present to his or her owner's hand.
Microbrain 2E	Second_Edition	ST2E-EN01037	C	01-037 C	DILEMMA	Space/Planet														Unless you have a personnel who has 2 Exobiology or a personnel who has 2 Geology, your opponent chooses an Exobiology or Geology personnel to be stopped. If your opponent cannot, all your personnel are stopped and this dilemma returns to its owner's dilemma pile.
Militia Patrol 2E	Necessary_Evil	ST2E-EN04059	R	04-059 R	EVENT															Assault. Plays in your core (on table). " Order - Destroy this event to begin personnel battle involving your Bajoran Resistance personnel. If you win, randomly kill three opponent's personnel involved. That opponent may lose 5 points to prevent this.
Mirok, Interphase Researcher 2E	Energize	ST2E-EN02162	U	02-162 U	PERSONNEL	ROMULAN		4	6	6					(CMD)	Romulan	Mirok			* Engineer * Physics * Science * Treachery When an opponent attempts this mission with an Engineer personnel, that opponent discards a card from hand.
Misdirection 2E	Necessary_Evil	ST2E-EN04060	U	04-060 U	EVENT															Infiltration. Plays in your core (on table). While an opponent's personnel is present with your Infiltrator, he or she is attributes -1.
Miss Sarda, Not a Legal Expert 2E	To_Boldly_Go	ST2E-EN08085	C	08-085 C	PERSONNEL	NON-ALIGNED		6	4	4						Alien	Miss Sarda			* Anthropology * Honor " Dabo Girl. " Order - Name a card type. Reveal a random card from an opponent's hand. If it is the named card type, draw a card. You may do this only once each turn.
Mission Accomplished 2E	Necessary_Evil	ST2E-EN04061	U	04-061 U	EVENT															Plays in your core (on table). When you complete a mission, if you command (have in play) a staffed ship at that mission with its Commander aboard, score 5 points.
Molecular Reversion Field 2E	Strange_New_Worlds	ST2E-EN07008	R	07-008 R	DILEMMA	Space														Unless you have two personnel who e ach have Integrity>5, Cunning>5, and Strength>5, or have two personnel who have total attributes>38, all your personnel are stopped and this dilemma is placed on your ship. " Damage - You have 1 fewer counter to spend during each of your Play and Draw Cards segments.
Mora Pol, Pioneering Scientist 2E	Second_Edition	ST2E-EN01219	U	01-219 U	PERSONNEL	BAJORAN		5	7	4					(STF)	Bajoran	Mora Pol			* 2 Exobiology * Physics * 2 Science
Mr. Tricorder 2E	Reflections_2	ST2E-EN06008	P	06-008 P	DILEMMA	Planet														Your opponent chooses a personnel. Unless you choose to place him or her aboard your ship at this mission, randomly select two personnel to be stopped.
Murder Investigation 2E	Call_to_Arms	ST2E-EN03018	C	03-018 C	DILEMMA	Space/Planet														Randomly select three personnel. If any of those personnel has Security, all three are stopped.
Nanite Attack 2E	Second_Edition	ST2E-EN01039	R	01-039 R	DILEMMA	Space														Unless you have 2 Diplomacy and 2 Engineer or 2 Security and a Hand Weapon, this dilemma is placed on your ship. " Damage - At the end of each of your turns, randomly select a personnel aboard this ship to be killed.
Natima Lang, Professor of Political Ethics 2E	Energize	ST2E-EN02117	U	02-117 U	PERSONNEL	CARDASSIAN		6	6	4						Cardassian	Natima Lang			* Diplomacy * Honor * Law * Leadership * Computer Skill Dissident. When you play this personnel, discard a card from hand.
Nausicaan Pirates 2E	Energize	ST2E-EN02016	C	02-016 C	DILEMMA	Space														Unless you have Leadership and 2 Security or 2 Treachery and Strength>35, randomly select a personnel to be killed, then all your other personnel are stopped.
Nel Apgar, Temperamental Researcher 2E	Second_Edition	ST2E-EN01338	U	01-338 U	PERSONNEL	NON-ALIGNED		3	7	3						Tanugan	Nel Apgar			* 2 Physics * Science * Treachery When you play this personnel, you may draw three cards, then place three cards from hand on the bottom of your deck in any order.
Nelvana Trap 2E	Second_Edition	ST2E-EN01096	R	01-096 R	EVENT															Maneuver. Plays on an opponent's mission. When an opponent moves a ship to this mission, you may destroy this event to take each [Rom] ship from your copies of Engage Cloak, place them at this mission, and begin an ship battle involving them. If you win, randomly kill an opponent's personnel involved.
No Peace in Our Time 2E	Second_Edition	ST2E-EN01098	R	01-098 R	EVENT															Maneuver. Plays in your core (on table). Each of your [Kli] Treachery personnel is Cunning +2. " Order - Destroy this event to begin an ship battle involving your [Kli] Treachery personnel. If you win, randomly kill an opponent's personnel involved.
Noble Cause 2E	Fractured_Time	ST2E-EN05008	P	05-008 P	EVENT															Decay: 2. (When there are two cards on this event, destroy it.) To play this event, you must command (have in play) three [Kli] personnel. Plays in your core (on table). When you destroy an Assault or Maneuver event you own, you may place it on this event. When this event is destroyed, you may take each card here into your hand.
Nu'Daq, Tenacious Rival 2E	Second_Edition	ST2E-EN01314	R	01-314 R	PERSONNEL	KLINGON		4	6	7					(CMD)	Klingon	Nu'Daq	I		* Archaeology * Exobiology * Leadership * Navigation * Officer * Treachery Commander: I.K.S. Maht-H'a. When you play this personnel, you may discard a card from hand to take a card from your discard pile into hand.
Ocett, Dogged Rival 2E	Second_Edition	ST2E-EN01248	R	01-248 R	PERSONNEL	CARDASSIAN		4	6	5					(CMD)	Cardassian	Ocett	Bralek	Central Command	* Archaeology * Exobiology * Navigation * Officer * Science * Treachery Gul. When you play this personnel, you may discard the top card of your deck to place any other card from your discard pile on top of your deck.
Odo, Constable 2E	Second_Edition	ST2E-EN01220	R	01-220 R	PERSONNEL	BAJORAN		6	7	8				[DS9]	(CMD)	Changeling	Odo			* Honor * Law * Leadership * Navigation * 2 Computer Skill * 2 Security Shape-shifter. While an opponent's Thief or Treachery personnel is at this mission, that personnel cannot use his or her abilities.
Odo, Curzon Odo 2E	Reflections_2	ST2E-EN06040	P	06-040 P	PERSONNEL	BAJORAN		6	6	6				[DS9]	(CMD)	Changeling	Odo			* Anthropology * Diplomacy * 2 Law * Security Host. Shape-shifter. This personnel is Cunning +1 for each Diplomacy personnel in your discard pile (limit +4). This personnel is Strength +1 for each Security personnel in your discard pile (limit +4).
Odo, Wayward Link 2E	Call_to_Arms	ST2E-EN03113	R	03-113 R	PERSONNEL	BAJORAN		5	7	8				[TN]	(CMD)	Changeling	Odo			* Law * Leadership * Computer Skill * Security Dissident. Shape-shifter. When you play this personnel, discard a card from hand. When your Bajoran present is about to be killed by a dilemma, you may stop him or her and this personnel to prevent that.
